id,subjects,learning_style,availability,location_preference,budget_min,budget_max,experience_level,age,preferred_teacher_gender
s0691,"computer_science,literature,philosophy,economics",kinesthetic,"afternoon,morning,evening",in_person,20,46,intermediate,22,female
s0692,"economics,art",kinesthetic,"evening,morning,afternoon",in_person,33,48,beginner,39,any
s0693,"economics,computer_science,french",reading,"afternoon,morning",in_person,21,46,beginner,43,
s0694,"spanish,philosophy,english",reading,"morning,afternoon",both,31,56,advanced,32,male
s0695,"music,computer_science,art,french",auditory,"evening,afternoon",in_person,26,43,beginner,43,any
s0696,"biology,music,literature",reading,"morning,weekend,evening",both,33,56,intermediate,38,male
s0697,"philosophy,mathematics,computer_science,chemistry",visual,"evening,weekend,morning",online,24,45,advanced,41,any
s0698,"philosophy,computer_science",auditory,"afternoon,weekend",both,33,51,intermediate,40,any
s0699,"philosophy,biology,economics,mathematics",visual,weekend,in_person,25,41,advanced,43,female
s0700,philosophy,reading,weekend,in_person,20,37,advanced,30,any
s0701,economics,visual,"weekend,evening,morning",both,20,44,beginner,36,
s0702,"literature,physics,chemistry",visual,"weekend,afternoon",online,25,40,intermediate,43,female
s0703,computer_science,auditory,"afternoon,morning",both,27,43,advanced,17,female
s0704,biology,reading,"afternoon,evening,morning",online,19,36,intermediate,39,
s0705,literature,reading,morning,in_person,32,48,beginner,42,
s0706,"mathematics,spanish",kinesthetic,"morning,weekend",in_person,35,62,intermediate,31,
s0707,"chemistry,french",reading,afternoon,online,19,29,intermediate,31,male
s0708,"biology,french,history,mathematics",visual,weekend,in_person,23,42,advanced,41,
s0709,"art,english,philosophy",visual,afternoon,in_person,28,54,advanced,27,female
s0710,"economics,philosophy",reading,"afternoon,evening",online,17,33,advanced,38,any
s0711,"english,spanish",kinesthetic,weekend,online,23,45,beginner,29,any
s0712,"economics,philosophy,physics",auditory,afternoon,online,24,39,beginner,39,female
s0713,"computer_science,french,english,music",auditory,evening,in_person,32,55,advanced,34,female
s0714,"english,music,biology,computer_science",kinesthetic,"morning,afternoon",online,19,37,intermediate,39,male
s0715,philosophy,visual,"morning,afternoon,weekend",both,26,52,beginner,39,any
s0716,"literature,computer_science,philosophy,history",auditory,morning,both,26,52,beginner,45,
s0717,"spanish,mathematics,english,philosophy",visual,evening,online,17,39,intermediate,26,male
s0718,"biology,philosophy",visual,"morning,weekend,evening",online,17,40,beginner,20,any
s0719,"english,physics,art",auditory,morning,both,31,58,beginner,18,
s0720,"art,english,biology",reading,"morning,weekend,afternoon",both,32,49,beginner,21,female
s0721,music,kinesthetic,"weekend,evening,morning",both,32,50,advanced,36,female
s0722,computer_science,visual,evening,in_person,23,46,beginner,19,
s0723,biology,visual,"morning,afternoon,weekend",online,20,35,advanced,39,female
s0724,mathematics,reading,"weekend,morning",online,18,40,intermediate,34,any
s0725,"biology,geography,mathematics",kinesthetic,evening,in_person,20,47,beginner,22,female
s0726,"computer_science,philosophy,biology",auditory,"weekend,evening",both,26,51,intermediate,24,
s0727,"history,biology",reading,"morning,evening",in_person,20,39,beginner,37,female
s0728,"english,art",visual,morning,both,24,41,advanced,42,male
s0729,"spanish,biology,geography",reading,"afternoon,evening,morning",online,15,40,advanced,22,
s0730,philosophy,visual,"evening,morning",both,21,39,advanced,29,female
s0731,"english,philosophy,chemistry,history",auditory,"afternoon,weekend,evening",both,22,43,intermediate,27,any
s0732,"art,chemistry",reading,"evening,afternoon,morning",both,21,41,intermediate,42,any
s0733,spanish,auditory,weekend,in_person,28,57,beginner,20,female
s0734,literature,auditory,"morning,weekend",both,35,64,beginner,42,male
s0735,"art,philosophy,geography,chemistry",reading,"afternoon,morning,weekend",online,23,35,beginner,18,male
s0736,english,auditory,afternoon,in_person,27,43,beginner,43,female
s0737,"art,biology",kinesthetic,"morning,weekend,afternoon",in_person,24,54,beginner,16,
s0738,"spanish,history,chemistry,mathematics",reading,"afternoon,weekend,morning",in_person,25,54,beginner,34,any
s0739,"computer_science,literature",kinesthetic,evening,in_person,29,52,beginner,23,female
s0740,"chemistry,music,english,philosophy",auditory,"weekend,morning",both,32,56,beginner,32,
s0741,"french,literature",auditory,"afternoon,evening,morning",online,16,33,intermediate,34,any
s0742,"computer_science,chemistry,music,spanish",reading,afternoon,both,33,52,advanced,44,any
s0743,spanish,reading,"afternoon,evening,weekend",in_person,23,48,beginner,33,any
s0744,geography,visual,"morning,evening",online,15,35,advanced,29,male
s0745,"french,philosophy,spanish,chemistry",reading,"afternoon,evening",online,19,39,beginner,38,female
s0746,"french,history,geography",reading,evening,in_person,28,51,beginner,37,any
s0747,computer_science,auditory,afternoon,in_person,29,59,beginner,32,female
s0748,"music,biology,mathematics,physics",kinesthetic,weekend,both,34,57,advanced,31,female
s0749,"mathematics,music",visual,afternoon,in_person,35,55,intermediate,17,any
s0750,"literature,chemistry,history,economics",reading,"weekend,evening,afternoon",online,19,39,intermediate,40,any
s0751,"literature,geography",kinesthetic,"morning,afternoon",online,18,28,beginner,27,male
s0752,"spanish,history,music,chemistry",reading,"weekend,morning",both,30,50,intermediate,31,female
s0753,"history,music,english",reading,morning,in_person,32,57,beginner,22,female
s0754,english,auditory,"evening,afternoon",in_person,33,63,beginner,27,
s0755,literature,reading,"evening,afternoon,weekend",both,32,52,advanced,25,
s0756,spanish,visual,"morning,afternoon",both,20,39,beginner,16,
s0757,"art,literature",visual,"weekend,evening,morning",both,32,50,intermediate,24,male
s0758,"literature,spanish",reading,"evening,weekend,afternoon",both,20,46,intermediate,28,
s0759,english,reading,weekend,both,23,47,beginner,21,female
s0760,"french,music,mathematics,philosophy",visual,weekend,both,31,56,beginner,31,
s0761,"philosophy,physics,chemistry",reading,"afternoon,evening",in_person,30,57,intermediate,24,male
s0762,"art,philosophy,biology",visual,afternoon,both,29,50,intermediate,34,male
s0763,"spanish,physics,literature",reading,"evening,weekend",online,24,48,advanced,38,
s0764,"philosophy,geography",auditory,"weekend,morning,afternoon",online,16,28,beginner,44,
s0765,"biology,music,geography",reading,"morning,afternoon,evening",both,28,47,advanced,18,any
s0766,"chemistry,history,biology,english",kinesthetic,"evening,afternoon,weekend",both,34,62,intermediate,28,female
s0767,"biology,physics",reading,morning,online,16,30,beginner,35,male
s0768,"economics,geography",kinesthetic,"afternoon,evening,morning",online,22,32,advanced,17,
s0769,physics,kinesthetic,"evening,afternoon,weekend",in_person,26,46,intermediate,21,any
s0770,"biology,literature",visual,weekend,in_person,31,52,advanced,38,female
s0771,"literature,philosophy,biology,mathematics",auditory,"weekend,evening",both,33,55,beginner,17,
s0772,"spanish,economics",kinesthetic,"morning,evening,weekend",in_person,24,40,intermediate,34,male
s0773,economics,kinesthetic,"afternoon,morning,weekend",online,22,45,intermediate,39,male
s0774,music,auditory,"evening,afternoon",online,20,37,advanced,23,male
s0775,"english,art",kinesthetic,"weekend,morning",online,15,37,intermediate,23,male
s0776,"art,economics,french",reading,"afternoon,morning",in_person,23,43,advanced,40,male
s0777,"music,art,chemistry",reading,evening,both,29,51,advanced,42,male
s0778,"economics,spanish,computer_science",kinesthetic,afternoon,online,20,37,intermediate,36,
s0779,philosophy,reading,"morning,afternoon",online,21,38,beginner,28,any
s0780,"french,chemistry,art",kinesthetic,"weekend,evening",online,20,35,beginner,31,female
s0781,"biology,chemistry",auditory,"weekend,evening",both,21,41,intermediate,34,male
s0782,"french,biology,history",reading,"evening,afternoon",in_person,21,38,intermediate,42,female
s0783,"mathematics,history",auditory,weekend,in_person,29,55,beginner,21,any
s0784,"literature,french",kinesthetic,"afternoon,morning",online,22,34,advanced,20,female
s0785,"chemistry,art,music,computer_science",reading,"morning,afternoon,evening",online,23,47,beginner,32,any
s0786,"computer_science,biology,art",reading,afternoon,online,21,33,intermediate,29,male
s0787,geography,reading,"evening,morning,weekend",in_person,30,56,beginner,43,female
s0788,"economics,philosophy",reading,"morning,evening,afternoon",online,23,35,intermediate,33,male
s0789,"literature,art,mathematics",kinesthetic,"weekend,afternoon,evening",both,22,47,advanced,45,male
s0790,"english,art,physics",reading,"evening,morning",online,20,32,advanced,17,any
s0791,"literature,computer_science",kinesthetic,"weekend,morning,afternoon",in_person,27,48,beginner,20,female
s0792,physics,reading,"weekend,morning",in_person,28,51,beginner,45,any
s0793,english,auditory,"evening,afternoon",both,20,36,beginner,42,any
s0794,art,reading,"evening,morning",in_person,23,44,beginner,35,
s0795,"mathematics,geography,art",auditory,"weekend,afternoon,evening",online,25,37,advanced,44,male
s0796,"physics,mathematics",reading,morning,both,29,56,intermediate,20,
s0797,chemistry,reading,"morning,evening",in_person,34,63,beginner,30,male
s0798,philosophy,auditory,morning,in_person,24,50,beginner,35,any
s0799,"history,french",visual,"evening,afternoon,weekend",in_person,21,39,advanced,38,any
s0800,"music,mathematics,computer_science",reading,"evening,morning,afternoon",online,21,37,advanced,44,
s0801,"literature,philosophy,geography",auditory,"weekend,afternoon,morning",in_person,30,58,beginner,41,any
s0802,"chemistry,music",auditory,"morning,evening,afternoon",in_person,23,50,intermediate,25,
s0803,"physics,geography,english,philosophy",reading,"weekend,morning,evening",in_person,30,54,beginner,32,male
s0804,"philosophy,art,computer_science",kinesthetic,evening,in_person,25,49,beginner,29,
s0805,"philosophy,english,geography,spanish",visual,"weekend,afternoon",in_person,35,62,intermediate,44,female
s0806,"computer_science,geography",auditory,"afternoon,weekend",in_person,34,63,advanced,44,female
s0807,"physics,art,spanish",reading,evening,online,24,43,intermediate,34,
s0808,"biology,english",kinesthetic,"weekend,afternoon",online,25,40,advanced,23,any
s0809,"computer_science,economics,mathematics",reading,"afternoon,morning,evening",in_person,20,36,advanced,35,any
s0810,"music,computer_science",auditory,"evening,morning",online,19,29,beginner,36,male
s0811,"english,geography,philosophy,history",kinesthetic,"morning,weekend,afternoon",online,21,46,advanced,26,
s0812,literature,auditory,"weekend,morning",both,27,55,advanced,24,male
s0813,"computer_science,art,mathematics",reading,morning,both,23,50,advanced,20,
s0814,"physics,geography",kinesthetic,"evening,weekend,morning",in_person,35,50,beginner,27,
s0815,"history,spanish,english",reading,"evening,afternoon",online,18,38,advanced,23,any
s0816,"chemistry,computer_science",reading,"morning,afternoon",in_person,30,52,advanced,22,female
s0817,"mathematics,chemistry,economics",kinesthetic,"evening,weekend",both,22,48,intermediate,24,female
s0818,"english,spanish",reading,morning,in_person,22,47,intermediate,40,any
s0819,"computer_science,french",reading,"weekend,evening",both,35,54,beginner,23,
s0820,"philosophy,music",visual,"weekend,afternoon,morning",online,22,45,beginner,27,female
s0821,"spanish,computer_science,mathematics,chemistry",kinesthetic,afternoon,online,19,43,beginner,40,any
s0822,"french,economics,art",kinesthetic,"afternoon,evening",online,25,48,advanced,43,
s0823,"physics,french",reading,"evening,weekend",both,33,58,advanced,33,male
s0824,music,visual,afternoon,in_person,20,43,intermediate,40,
s0825,"economics,music,art,biology",kinesthetic,weekend,both,24,43,beginner,29,any
s0826,"spanish,biology,physics,art",reading,"morning,afternoon",both,30,50,intermediate,25,female
s0827,"physics,music,computer_science",auditory,evening,both,26,48,intermediate,31,male
s0828,"art,economics,computer_science",reading,"weekend,evening,morning",in_person,31,48,advanced,20,female
s0829,"geography,english,french,mathematics",auditory,evening,both,29,53,advanced,21,male
s0830,"music,spanish,chemistry",reading,"evening,morning,weekend",both,21,49,advanced,26,any
s0831,chemistry,reading,"evening,afternoon",both,31,57,intermediate,20,female
s0832,"french,physics",reading,"morning,afternoon",both,33,63,advanced,39,female
s0833,"literature,art",auditory,"afternoon,morning,evening",both,25,40,intermediate,28,any
s0834,"english,literature",reading,"afternoon,morning",in_person,34,55,intermediate,21,male
s0835,"english,history,art",visual,morning,online,23,42,advanced,31,any
s0836,"economics,physics,spanish",reading,"evening,morning",in_person,32,62,advanced,38,female
s0837,"literature,french",reading,"afternoon,morning,evening",in_person,29,52,beginner,22,any
s0838,"chemistry,economics,french,music",reading,"afternoon,evening",online,19,43,beginner,22,male
s0839,"biology,economics,literature",reading,morning,in_person,34,64,beginner,21,
s0840,"economics,french,philosophy,computer_science",kinesthetic,weekend,in_person,32,48,beginner,44,
s0841,"english,music",kinesthetic,"morning,evening",online,16,29,advanced,26,any
s0842,literature,auditory,"afternoon,morning,weekend",online,21,44,advanced,19,male
s0843,"spanish,biology",reading,weekend,both,30,60,advanced,39,
s0844,history,auditory,"evening,afternoon,morning",online,24,37,beginner,28,any
s0845,"literature,physics,art",reading,evening,online,25,42,advanced,27,female
s0846,literature,reading,weekend,both,26,54,advanced,29,
s0847,"geography,biology",visual,"weekend,afternoon",in_person,25,43,beginner,25,male
s0848,"computer_science,geography,french,philosophy",kinesthetic,morning,online,22,41,advanced,42,any
s0849,"biology,french",reading,weekend,both,28,54,intermediate,20,
s0850,computer_science,auditory,"afternoon,weekend",in_person,30,60,beginner,17,
s0851,"economics,physics",reading,"afternoon,weekend,morning",both,32,53,intermediate,16,
s0852,"literature,history,physics,biology",reading,"evening,afternoon,weekend",online,19,41,beginner,44,
s0853,"french,physics,art",kinesthetic,"evening,afternoon",online,23,47,advanced,27,
s0854,"literature,history",kinesthetic,"weekend,morning,afternoon",online,18,30,intermediate,29,male
s0855,"english,music,philosophy,art",kinesthetic,"morning,afternoon",both,24,52,advanced,36,
s0856,"chemistry,french",kinesthetic,"afternoon,evening",in_person,28,47,intermediate,41,male
s0857,"french,english",reading,afternoon,in_person,22,50,advanced,19,
s0858,"geography,history,chemistry",visual,"morning,weekend",online,16,31,intermediate,36,female
s0859,music,auditory,"morning,afternoon",both,26,55,beginner,44,
s0860,"french,physics,music",visual,morning,in_person,35,59,advanced,43,any
s0861,physics,visual,"weekend,afternoon,evening",in_person,22,52,beginner,41,any
s0862,art,reading,"morning,evening,afternoon",in_person,25,42,advanced,45,
s0863,biology,reading,afternoon,both,21,38,intermediate,21,male
s0864,"music,chemistry",kinesthetic,weekend,both,35,58,intermediate,39,female
s0865,"english,philosophy,french",auditory,"morning,afternoon,evening",online,22,41,beginner,44,
s0866,history,auditory,"weekend,evening,afternoon",in_person,25,43,beginner,24,female
s0867,"geography,chemistry,physics,biology",visual,weekend,both,27,52,intermediate,20,male
s0868,"geography,spanish,mathematics,literature",auditory,"evening,afternoon",both,30,56,advanced,37,any
s0869,"economics,art,french,geography",auditory,"weekend,morning",online,21,32,intermediate,38,
s0870,"music,economics,mathematics,chemistry",reading,"morning,weekend",both,28,56,beginner,41,male
s0871,art,kinesthetic,"afternoon,morning",in_person,20,50,beginner,18,female
s0872,"mathematics,french",reading,weekend,both,22,40,beginner,39,
s0873,"philosophy,mathematics,biology",visual,"morning,evening",online,23,44,intermediate,29,female
s0874,"mathematics,geography,physics,french",visual,weekend,online,23,44,beginner,20,female
s0875,"music,history",reading,"morning,evening",in_person,23,50,advanced,32,male
s0876,"physics,art",kinesthetic,"weekend,morning",both,20,50,advanced,37,male
s0877,"mathematics,history",kinesthetic,"evening,weekend",in_person,25,40,beginner,28,female
s0878,music,kinesthetic,"evening,weekend,morning",online,25,43,beginner,33,any
s0879,"spanish,chemistry,english",reading,weekend,both,33,59,beginner,33,male
s0880,"chemistry,art",visual,morning,in_person,35,53,intermediate,43,male
s0881,"spanish,history,chemistry",kinesthetic,"evening,afternoon,weekend",in_person,25,48,intermediate,25,any
s0882,"art,history,physics",kinesthetic,"weekend,afternoon",both,22,46,advanced,16,any
s0883,"music,economics",visual,"evening,morning,weekend",in_person,31,53,advanced,35,any
s0884,english,reading,"morning,afternoon",both,21,36,beginner,21,female
s0885,"art,philosophy",auditory,"afternoon,morning,evening",both,32,49,advanced,17,male
s0886,mathematics,visual,afternoon,in_person,34,57,beginner,17,female
s0887,computer_science,visual,"afternoon,weekend",both,30,50,advanced,34,any
s0888,"philosophy,english",visual,"weekend,afternoon,morning",in_person,32,55,advanced,35,
s0889,physics,visual,"evening,weekend",online,20,33,advanced,19,female
s0890,"geography,french,chemistry,biology",reading,"weekend,afternoon,morning",online,23,41,intermediate,28,female
s0891,"english,spanish",auditory,"weekend,evening,morning",online,15,29,beginner,44,any
s0892,"economics,chemistry,physics",reading,evening,in_person,30,53,beginner,16,
s0893,"english,philosophy,chemistry",auditory,"afternoon,weekend,morning",in_person,25,55,intermediate,30,male
s0894,"french,economics",reading,weekend,in_person,30,47,advanced,31,female
s0895,"computer_science,economics,physics,french",reading,weekend,both,29,44,intermediate,25,male
s0896,"geography,spanish",auditory,"weekend,evening,morning",both,31,58,advanced,38,
s0897,"computer_science,english,mathematics,art",kinesthetic,evening,online,18,37,beginner,44,any
s0898,spanish,reading,"afternoon,weekend",both,26,41,advanced,42,female
s0899,"spanish,english,biology,geography",kinesthetic,"morning,afternoon",online,15,30,beginner,25,male
s0900,geography,visual,"weekend,evening,afternoon",in_person,26,48,intermediate,27,female
s0901,"french,philosophy,chemistry,computer_science",auditory,"afternoon,morning,weekend",online,17,38,beginner,41,any
s0902,"biology,music",reading,weekend,in_person,33,60,intermediate,23,male
s0903,"french,physics,music,literature",visual,"weekend,evening",online,24,43,advanced,21,female
s0904,art,reading,"morning,evening",in_person,32,52,beginner,29,male
s0905,"mathematics,physics",reading,"morning,afternoon",in_person,32,47,beginner,41,any
s0906,"mathematics,philosophy,french",reading,"weekend,afternoon",in_person,22,41,intermediate,33,female
s0907,"literature,music,philosophy",kinesthetic,"afternoon,weekend,evening",in_person,31,52,advanced,23,
s0908,"computer_science,chemistry,history",kinesthetic,evening,online,23,39,beginner,41,any
s0909,"computer_science,biology",visual,weekend,online,19,43,beginner,17,female
s0910,"biology,history,french,art",kinesthetic,morning,in_person,32,56,intermediate,35,male
s0911,"economics,computer_science",auditory,morning,online,21,37,advanced,44,any
s0912,"english,mathematics,spanish,physics",reading,"weekend,afternoon",both,31,57,intermediate,36,any
s0913,"computer_science,french",auditory,morning,both,26,45,advanced,29,any
s0914,physics,kinesthetic,evening,in_person,34,49,advanced,34,
s0915,"spanish,biology",visual,"weekend,morning,afternoon",online,17,28,advanced,41,
s0916,"physics,mathematics,english",kinesthetic,afternoon,online,17,31,beginner,36,male
s0917,economics,kinesthetic,"evening,morning",both,29,51,advanced,34,male
s0918,"physics,biology,english,french",reading,"evening,weekend",in_person,20,42,intermediate,17,male
s0919,"english,philosophy,literature",kinesthetic,afternoon,online,24,39,beginner,18,
s0920,"computer_science,history",reading,"weekend,morning,afternoon",both,25,45,advanced,30,male
s0921,"history,french,mathematics",visual,evening,both,22,50,beginner,23,
s0922,"spanish,literature,physics,biology",visual,evening,online,23,45,intermediate,42,
s0923,"chemistry,geography,french,history",auditory,"afternoon,weekend",in_person,35,62,beginner,23,female
s0924,"philosophy,literature,spanish",visual,"weekend,afternoon,evening",both,21,40,advanced,35,any
s0925,"english,spanish,philosophy",kinesthetic,morning,both,30,58,intermediate,29,male
s0926,"french,computer_science",visual,"evening,morning,weekend",both,35,63,intermediate,20,
s0927,"chemistry,spanish,geography,english",kinesthetic,"afternoon,weekend",in_person,26,56,advanced,24,
s0928,"french,music",reading,"evening,weekend",both,29,51,beginner,31,any
s0929,"art,music,chemistry,economics",reading,morning,in_person,34,56,advanced,28,any
s0930,"spanish,chemistry,philosophy,art",visual,afternoon,online,15,38,intermediate,34,male
s0931,"computer_science,economics",auditory,"evening,weekend,morning",both,25,54,beginner,39,any
s0932,literature,auditory,"weekend,afternoon",online,24,44,beginner,44,female
s0933,"computer_science,biology",auditory,afternoon,both,29,50,advanced,43,female
s0934,"economics,english",reading,evening,both,24,43,beginner,31,male
s0935,geography,auditory,"afternoon,weekend,evening",online,20,33,advanced,32,any
s0936,"mathematics,computer_science,geography,art",visual,evening,both,24,47,beginner,20,male
s0937,biology,reading,afternoon,online,16,29,advanced,44,female
s0938,"history,economics,art",kinesthetic,weekend,in_person,32,51,beginner,41,
s0939,"computer_science,philosophy",reading,"evening,morning,weekend",both,33,53,advanced,30,female
s0940,history,auditory,"evening,morning,weekend",in_person,34,62,intermediate,24,any
s0941,"economics,philosophy",auditory,afternoon,both,32,55,intermediate,41,female
s0942,english,kinesthetic,"evening,morning,weekend",in_person,20,40,advanced,17,any
s0943,"economics,literature",kinesthetic,"morning,evening,weekend",in_person,30,46,advanced,36,
s0944,"music,computer_science,biology",auditory,evening,both,27,45,beginner,27,
s0945,philosophy,visual,afternoon,in_person,35,52,intermediate,39,male
s0946,"literature,french,music",kinesthetic,"weekend,morning",in_person,29,50,advanced,41,female
s0947,computer_science,visual,morning,in_person,22,43,advanced,30,
s0948,english,kinesthetic,"weekend,evening",in_person,20,45,intermediate,18,any
s0949,"art,literature,geography",reading,"weekend,morning,afternoon",in_person,25,42,intermediate,19,male
s0950,economics,auditory,"evening,morning,afternoon",in_person,28,50,beginner,18,female
s0951,"biology,geography",visual,"afternoon,evening",in_person,23,46,advanced,36,female
s0952,"music,mathematics",auditory,"afternoon,weekend",both,27,53,beginner,33,
s0953,mathematics,reading,weekend,online,24,43,beginner,26,male
s0954,"chemistry,geography,music",reading,"evening,morning,afternoon",online,25,38,beginner,36,
s0955,"art,geography,philosophy",kinesthetic,afternoon,both,21,37,intermediate,32,male
s0956,mathematics,kinesthetic,"weekend,evening",in_person,26,41,beginner,23,female
s0957,"spanish,mathematics",auditory,"weekend,afternoon",in_person,24,52,intermediate,40,any
s0958,literature,kinesthetic,afternoon,in_person,20,49,advanced,16,female
s0959,physics,visual,"morning,evening",online,25,37,advanced,29,
s0960,"chemistry,economics",auditory,"evening,afternoon",in_person,33,58,beginner,45,
s0961,"geography,literature,economics",kinesthetic,"weekend,afternoon,evening",online,19,36,intermediate,18,
s0962,"chemistry,literature",kinesthetic,weekend,both,23,43,intermediate,42,any
s0963,"chemistry,english",reading,"weekend,evening,afternoon",both,24,41,beginner,20,
s0964,"french,music",kinesthetic,morning,in_person,30,49,intermediate,30,any
s0965,"art,geography,literature",visual,afternoon,in_person,26,48,beginner,19,female
s0966,biology,visual,morning,both,33,58,advanced,29,male
s0967,computer_science,kinesthetic,"evening,afternoon,morning",both,30,57,intermediate,43,male
s0968,"french,economics,music",kinesthetic,"evening,afternoon",both,21,46,intermediate,45,female
s0969,"biology,philosophy,english",visual,afternoon,in_person,27,57,beginner,20,male
s0970,"geography,literature,physics",visual,morning,both,29,53,advanced,27,female
s0971,"economics,music",auditory,"weekend,afternoon,morning",both,29,44,intermediate,42,male
s0972,"english,philosophy",auditory,"evening,afternoon",online,22,36,intermediate,30,female
s0973,"art,history,computer_science,biology",auditory,evening,both,31,50,beginner,22,female
s0974,"philosophy,music,history",reading,"evening,morning",in_person,28,58,intermediate,27,female
s0975,"chemistry,spanish,computer_science",auditory,"weekend,afternoon,evening",in_person,26,45,intermediate,43,
s0976,"biology,chemistry,music",auditory,evening,both,22,43,intermediate,41,any
s0977,"geography,literature,music",reading,"weekend,afternoon,evening",online,16,37,beginner,24,any
s0978,"mathematics,philosophy,economics,biology",reading,"afternoon,morning",both,20,43,intermediate,23,
s0979,"music,biology",visual,afternoon,in_person,34,62,beginner,43,male
s0980,"philosophy,biology,history,economics",reading,"morning,evening,afternoon",both,32,47,advanced,44,any
s0981,"physics,french,biology",visual,"weekend,afternoon",both,23,43,intermediate,39,female
s0982,"chemistry,spanish",kinesthetic,"morning,weekend",online,20,42,advanced,36,
s0983,"economics,art,history",visual,"weekend,afternoon",in_person,24,53,advanced,16,any
s0984,"history,french,philosophy,literature",reading,"afternoon,morning,weekend",in_person,23,48,beginner,34,any
s0985,"english,music,french",kinesthetic,"morning,weekend",online,24,45,intermediate,31,any
s0986,"biology,computer_science",kinesthetic,"morning,weekend,afternoon",both,27,53,beginner,21,male
s0987,"physics,spanish,art,music",visual,"afternoon,evening,morning",both,28,46,intermediate,26,female
s0988,"english,history,chemistry,physics",reading,"weekend,evening,afternoon",both,21,44,advanced,23,female
s0989,"english,spanish",auditory,weekend,in_person,33,50,beginner,42,female
s0990,"music,english,history,geography",reading,morning,both,32,51,intermediate,31,
s0991,"chemistry,physics",kinesthetic,weekend,in_person,27,45,intermediate,25,male
s0992,"economics,literature,art",reading,morning,in_person,21,46,advanced,28,male
s0993,"history,geography,philosophy,literature",reading,afternoon,online,15,32,beginner,40,female
s0994,"geography,music,mathematics",auditory,"morning,weekend,afternoon",both,21,46,beginner,22,female
s0995,"art,philosophy,spanish,biology",visual,"evening,weekend,morning",both,27,44,beginner,29,
s0996,"geography,spanish,french,chemistry",kinesthetic,"weekend,evening",online,22,33,advanced,30,female
s0997,"spanish,biology,physics",kinesthetic,"weekend,morning,evening",online,22,38,beginner,24,male
s0998,history,visual,"afternoon,morning,evening",in_person,25,41,advanced,25,
s0999,"spanish,english,philosophy,chemistry",visual,"afternoon,weekend,evening",both,28,57,beginner,40,male
s1000,"geography,literature,spanish,biology",kinesthetic,"weekend,afternoon",in_person,27,50,advanced,25,female
